time,rad_flow,fpv_close,fpv_open,high,bypass,bpv_close,bpv_open,class
,,1,307,1,6.0,STS-102 (Discovery),,
Captain,US Navy (Retired),4,813,0,0.0,"STS-28 (Columbia), STS-41 (Discovery), STS-50 (Columbia), STS-64 (Discovery)",,
,,2,343,0,0.0,"STS-7 (Challenger), STS 41-G (Challenger)",2012-07-23,
,,0,0,0,0.0,,2001-05-24,
,,4,1162,3,20.0,"STS-85 (Discovery), STS-95 (Discovery), STS-114 (Discovery), STS-130 (Endeavor)",,
Captain,US Navy (Retired),5,1611,0,0.0,"STS-73 (Columbia), STS-80 (Columbia), STS-85 (Discovery), STS-96 (Discovery), STS-100 (Endeavor)",,
Colonel,US Air Force (Retired),1,216,0,0.0,Apollo 14,1994-12-12,
Colonel,US Air Force (Retired),7,1393,9,58.0,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",,
,,1,2762,2,13.0,ISS-48/49 (Soyuz),,
Lieutenant Commander,US Navy (Retired),3,551,0,0.0,"STS-44 (Atlantis), STS-54 (Endeavor), STS-77 (Endeavor)",2001-04-23,
,,1,381,0,0.0,STS-73 (Columbia),,
,,1,259,2,12.0,STS-129 (Atlantis),,
Captain,US Navy (Retired),3,295,0,0.0,"Mercury 8, Gemini 6, Apollo 7",2007-05-02,
,,1,301,3,22.0,Apollo 17,,
,,1,241,1,1.0,Apollo 9,,
Major,US Air Force (Retired),2,167,0,0.0,"STS 41-C (Challenger), STS 51-L (Challenger)",1986-01-28,STS 51-L (Challenger)
Colonel,US Air Force (Retired),3,546,4,19.0,"Gemini 8, Apollo 9, Apollo 15",,
Captain,US Navy (Retired),2,590,3,19.0,"STS-72 (Endeavor), STS-87 (Columbia)",,
,,1,197,0,0.0,STS 41-G (Challenger),,
Colonel,US Air Force (Retired),3,939,0,0.0,"STS-58 (Columbia), STS-76 (Atlantis), STS-90 (Columbia)",,
,,3,722,0,0.0,"STS 51-D (Discovery), STS-40 (Columbia), STS-58 (Columbia)",,
,,0,0,0,0.0,,1966-02-28,
Colonel,US Air Force Reserves (Retired),2,420,0,0.0,"STS-60 (Discovery), STS-76 (Atlantis)",,
,,3,839,6,41.0,"STS-112 (Atlantis), STS-121 (Discovery), STS-132 (Atlantis)",,
Colonel,US Air Force (Retired),3,533,0,0.0,"STS-9 (Columbia), STS 61-B (Atlantis), STS-28 (Columbia)",,
Rear Admiral,US Navy (Retired),2,216,2,9.0,"Mercury 3, Apollo 14",1998-07-21,
Captain,US Navy (Retired),4,3823,0,0.0,"STS-37 (Atlantis), STS-41 (Discovery), STS-52 (Columbia), ISS-01/STS-102 (Soyuz/Discovery)",,
Colonel,US Air Force (Retired),3,386,0,0.0,"STS 51-C (Discovery), STS-31 (Discovery), STS-46 (Atlantis)",,
Major,US Air Force Reserves,1,217,0,0.0,Apollo-Soyuz Test Project,1993-06-13,
Captain,US Navy,1,0,0,0.0,STS 51-L (Challenger),1986-01-28,STS 51-L (Challenger)
,,4,960,7,49.0,"STS-68 (Endeavor), STS-82 (Discovery), STS-103 (Discovery), STS-110 (Atlantis)",,
Colonel,US Army (Retired),1,165,2,12.0,STS 61-B (Atlantis),,
Colonel,US Marine Corps (Retired),2,237,0,0.0,"STS-29 (Discovery), STS-38 (Atlantis)",,
Lieutenant General,US Air Force (Retired),4,507,0,0.0,"Gemini 6, Gemini 9, Apollo 10, Apollo-Soyuz Test Project",,
Captain,US Navy,2,663,2,33.0,"STS-115 (Atlantis), STS-126 (Endeavor)",,
Brigadier General,US Army (Retired),2,289,2,12.0,"STS 41-B (Challenger), STS 51-J (Atlantis)",,
,,2,2477,1,6.0,"STS-128/129 (Discovery/Atlantis), STS-133 (Discovery)",,
Colonel,US Marine Corps (Retired),4,1233,0,0.0,"STS-88 (Endeavor), STS-105 (Discovery), STS-117 (Atlantis), STS-128 (Discovery)",,
,,3,532,1,3.0,"STS 41-G (Challenger), STS-31 (Discovery), STS-45 (Atlantis)",,
,,3,4700,5,28.0,"STS-117 (Atlantis), STS-119 (Discovery), ISS-39/40 (Soyuz)",,
,,1,142,0,0.0,Apollo 13,1982-12-27,
,,2,3162,6,39.0,"STS-108 (Endeavor), STS-120/122 (Discovery/Atlantis)",,
,,4,1045,7,46.0,"STS-66 (Atlantis), STS-82 (Discovery), STS-97 (Endeavor), STS-115 (Discovery)",,
,,5,3373,0,0.0,"STS-7 (Challenger), STS 51-B (Challenger), STS-30 (Atlantis), STS-42 (Discovery), STS-71 (Soyuz/Atlantis)",,
,,4,4257,1,6.0,"STS-77 (Endeavor), STS-89/91 (Endeavor/Discovery), STS-102 (Discovery), STS-114 (Discovery)",,
,,4,1040,0,0.0,"STS-65 (Columbia), STS-70 (Discovery), STS-83 (Columbia), STS-94 (Columbia)",,
Lieutenant Commander,US Navy,0,0,0,0.0,,1986-05-24,
,,4,975,3,21.0,"STS-33 (Discovery), STS-49 (Endeavor), STS-61 (Endeavor), STS-73 (Columbia)",,
,,2,315,0,0.0,"STS-8 (Challenger), STS 51-B (Challenger)",,
Commander,US Navy,3,654,3,17.0,"STS-36 (Atlantis), STS-49 (Endeavor), STS-62 (Columbia)",,
Commander,US Navy,0,0,0,0.0,,,
Vice Admiral,US Navy (Retired),2,199,0,0.0,"STS-2 (Columbia), STS-8 (Challenger)",,
,,1,168,0,0.0,STS 51-B (Challenger),,
,,2,338,4,22.0,"STS 41-C (Challenger), STS 51-I (Discovery)",,
Colonel,US Army,0,0,0,0.0,,,
,,2,436,0,0.0,"STS-39 (Discovery), STS-52 (Columbia)",1995-10-03,
Colonel,US Air Force,2,5122,3,18.0,"STS-130 (Endeavor), ISS-42/43 (Soyuz)",,
Colonel,US Army (Retired),5,4853,4,22.0,"STS-44 (Atlantis), STS-53 (Discovery), STS-69 (Endeavor), STS-101 (Atlantis), STS-102/105 (Discovery)",,
,,5,1179,0,0.0,"STS-57 (Endeavor), STS-63 (Discovery), STS-83 (Columbia), STS-94 (Columbia), STS-99 (Endeavor)",2012-02-06,
Colonel,US Air Force (Retired),3,872,5,36.0,"STS-110 (Atlantis), STS-122 (Atlantis), STS-135 (Atlantis)",,
,,3,477,0,0.0,"STS 41-D (Discovery), STS 51-D (Discovery), STS 61-B (Atlantis)",,
Captain,US Navy (Retired),4,724,0,0.0,"STS 51-A (Discovery), STS-30 (Atlantis), STS-53 (Discovery), STS-69 (Endeavor)",2001-04-23,
,,1,3919,0,0.0,ISS-24/25 (Soyuz),,
Colonel,US Air Force,4,5533,3,19.0,"STS-51 (Discovery), STS-65 (Columbia), STS-79 (Atlantis), STS-108/111 (Endeavor)",,
,,1,168,0,0.0,STS 51-B (Challenger),,
,,2,450,0,0.0,"STS-70 (Discovery), STS-101 (Atlantis)",,
Captain,US Navy (Retired),2,793,1,2.0,"Skylab 2, STS-6 (Challenger)",,
Captain,US Navy (Retired),6,1594,0,0.0,"STS-32 (Columbia), STS-52 (Columbia), STS-63 (Discovery), STS-86 (Atlantis), STS-102 (Discovery), STS-113 (Endeavor)",,
Colonel,US Army,2,4281,6,43.0,"STS-120 (Discovery), ISS-24/25 (Soyuz)",,
Lieutenant Colonel,US Air Force,2,97,1,0.5,"Gemini 4, Apollo 1",1967-01-27,Apollo 1
,,3,11698,7,46.0,"STS-111/113 (Endeavor), ISS-16 (Soyuz), ISS-50/51 (Soyuz)",,
,,4,1008,0,0.0,"STS-68 (Endeavor), STS-79 (Atlantis), STS-89 (Endeavor), STS-106 (Atlantis)",,
Major,US Marine Corps,0,0,0,0.0,,1967-10-05,
Captain,US Navy (Retired),2,287,0,0.0,"STS 51-D (Discovery), STS-34 (Atlantis)",,
Colonel,US Army (Retired),4,12818,5,32.0,"STS-101 (Atlantis), ISS-13 (Soyuz), ISS-21/22 (Soyuz), ISS-47/48 (Soyuz)",,
Captain,US Navy,2,7721,7,50.0,"STS-116/117 (Discovery/Atlantis), ISS-32/33 (Soyuz)",,
Captain,US Navy,2,4272,4,25.0,"STS-129 (Atlantis), ISS-41/42 (Soyuz)",,
,,3,1031,0,0.0,"STS-121 (Discovery), STS-120 (Discovery), STS-131 (Discovery)",,
Commander,US Navy,1,3968,2,13.0,ISS-40/41 (Soyuz),,
,,4,1064,3,20.0,"STS-57 (Endeavor), STS-68 (Endeavor), STS-81 (Atlantis), STS-92 (Discovery)",,
,,3,4044,7,41.0,"STS-58 (Columbia). STS-86/89 (Atlantis/Endeavor), STS-112 (Atlantis), STS-127 (Endeavor)",,
Commander,US Navy,0,0,0,0.0,,,
Colonel,US Air Force (Retired),1,295,1,0.5,Apollo 15,,
Captain,US Navy (Retired),6,835,3,20.0,"Gemini 3, Gemini 10, Apollo 10, Apollo 16, STS-1 (Columbia), STS-9 (Columbia)",,
Colonel,US Marine Corps (Retired),2,692,0,0.0,"STS-120 (Discovery), STS-130 (Endeavor)",,
